"사고다발지FID","사고다발지ID","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6107952,"2016040","2623010200","26230001  ",부산광역시 부산진구1,부산광역시 부산진구 전포동(성전초교 부근),2,2,0,1,1,0,129.066464207358,35.163255391824,"{""type"":""Polygon"",""coordinates"":[[[129.06915915,35.16325539],[129.06910737,35.16282558],[129.06895401,35.16241228],[129.06870497,35.16203137],[129.06836982,35.16169751],[129.06796144,35.16142351],[129.06749552,35.16121991],[129.06698997,35.16109454],[129.06646421,35.1610522],[129.06593845,35.16109454],[129.0654329,35.16121991],[129.06496698,35.16142351],[129.06455859,35.16169751],[129.06422344,35.16203137],[129.0639744,35.16241228],[129.06382104,35.16282558],[129.06376926,35.16325539],[129.06382104,35.16368521],[129.0639744,35.1640985],[129.06422344,35.16447939],[129.06455859,35.16481324],[129.06496698,35.16508723],[129.0654329,35.16529082],[129.06593845,35.16541619],[129.06646421,35.16545852],[129.06698997,35.16541619],[129.06749552,35.16529082],[129.06796144,35.16508723],[129.06836982,35.16481324],[129.06870497,35.16447939],[129.06895401,35.1640985],[129.06910737,35.16368521],[129.06915915,35.16325539]]]}"
6107950,"2016040","2626010200","26260001  ",부산광역시 동래구1,부산광역시 동래구 안락동(느티나무유치원 부근),2,2,0,1,1,0,129.102724841679,35.191605087606,"{""type"":""Polygon"",""coordinates"":[[[129.10541979,35.19160509],[129.105368,35.19117542],[129.10521465,35.19076227],[129.10496561,35.1903815],[129.10463046,35.19004775],[129.10422207,35.18977385],[129.10375615,35.18957032],[129.1032506,35.18944499],[129.10272484,35.18940267],[129.10219908,35.18944499],[129.10169353,35.18957032],[129.10122761,35.18977385],[129.10081923,35.19004775],[129.10048408,35.1903815],[129.10023504,35.19076227],[129.10008168,35.19117542],[129.1000299,35.19160509],[129.10008168,35.19203475],[129.10023504,35.1924479],[129.10048408,35.19282866],[129.10081923,35.1931624],[129.10122761,35.19343629],[129.10169353,35.1936398],[129.10219908,35.19376513],[129.10272484,35.19380745],[129.1032506,35.19376513],[129.10375615,35.1936398],[129.10422207,35.19343629],[129.10463046,35.1931624],[129.10496561,35.19282866],[129.10521465,35.1924479],[129.105368,35.19203475],[129.10541979,35.19160509]]]}"
6138552,"2016040","2629010600","26290001  ",부산광역시 남구1,부산광역시 남구 대연동(용소초교 부근),2,2,0,1,1,0,129.099607271659,35.141844838869,"{""type"":""Polygon"",""coordinates"":[[[129.10230222,35.14184484],[129.10225043,35.14141491],[129.10209708,35.1410015],[129.10184804,35.1406205],[129.10151289,35.14028655],[129.1011045,35.14001248],[129.10063858,35.13980883],[129.10013303,35.13968342],[129.09960727,35.13964107],[129.09908151,35.13968342],[129.09857596,35.13980883],[129.09811004,35.14001248],[129.09770166,35.14028655],[129.09736651,35.1406205],[129.09711747,35.1410015],[129.09696411,35.14141491],[129.09691233,35.14184484],[129.09696411,35.14227477],[129.09711747,35.14268817],[129.09736651,35.14306916],[129.09770166,35.1434031],[129.09811004,35.14367716],[129.09857596,35.1438808],[129.09908151,35.1440062],[129.09960727,35.14404855],[129.10013303,35.1440062],[129.10063858,35.1438808],[129.1011045,35.14367716],[129.10151289,35.1434031],[129.10184804,35.14306916],[129.10209708,35.14268817],[129.10225043,35.14227477],[129.10230222,35.14184484]]]}"
6137906,"2016040","2641010700","26410001  ",부산광역시 금정구1,부산광역시 금정구 구서동(두실초교 부근),1,1,1,0,0,0,129.089952044952,35.253433879371,"{""type"":""Polygon"",""coordinates"":[[[129.09264699,35.25343388],[129.09259521,35.25300454],[129.09244185,35.2525917],[129.09219281,35.25221122],[129.09185766,35.25187773],[129.09144928,35.25160403],[129.09098336,35.25140066],[129.0904778,35.25127543],[129.08995204,35.25123314],[129.08942629,35.25127543],[129.08892073,35.25140066],[129.08845481,35.25160403],[129.08804643,35.25187773],[129.08771128,35.25221122],[129.08746224,35.2525917],[129.08730888,35.25300454],[129.0872571,35.25343388],[129.08730888,35.25386322],[129.08746224,35.25427605],[129.08771128,35.25465652],[129.08804643,35.25499],[129.08845481,35.25526368],[129.08892073,35.25546705],[129.08942629,35.25559228],[129.08995204,35.25563456],[129.0904778,35.25559228],[129.09098336,35.25546705],[129.09144928,35.25526368],[129.09185766,35.25499],[129.09219281,35.25465652],[129.09244185,35.25427605],[129.09259521,35.25386322],[129.09264699,35.25343388]]]}"
6139188,"2016040","2644010100","26440001  ",부산광역시 강서구1,부산광역시 강서구 대저1동(대상초교 부근),1,1,1,0,0,0,128.981101859165,35.213298308271,"{""type"":""Polygon"",""coordinates"":[[[128.98379681,35.21329831],[128.98374502,35.21286876],[128.98359166,35.21245571],[128.98334262,35.21207504],[128.98300747,35.21174139],[128.98259909,35.21146756],[128.98213317,35.21126408],[128.98162762,35.21113879],[128.98110186,35.21109648],[128.9805761,35.21113879],[128.98007055,35.21126408],[128.97960463,35.21146756],[128.97919624,35.21174139],[128.97886109,35.21207504],[128.97861205,35.21245571],[128.9784587,35.21286876],[128.97840691,35.21329831],[128.9784587,35.21372786],[128.97861205,35.2141409],[128.97886109,35.21452155],[128.97919624,35.2148552],[128.97960463,35.21512902],[128.98007055,35.21533248],[128.9805761,35.21545777],[128.98110186,35.21550008],[128.98162762,35.21545777],[128.98213317,35.21533248],[128.98259909,35.21512902],[128.98300747,35.2148552],[128.98334262,35.21452155],[128.98359166,35.2141409],[128.98374502,35.21372786],[128.98379681,35.21329831]]]}"
6138549,"2016040","2653010100","26530001  ",부산광역시 사상구1,부산광역시 사상구 삼락동(삼덕초교 부근),1,1,1,0,0,0,128.978777237581,35.173331503047,"{""type"":""Polygon"",""coordinates"":[[[128.98147218,35.1733315],[128.9814204,35.17290174],[128.98126704,35.17248849],[128.981018,35.17210764],[128.98068285,35.17177381],[128.98027447,35.17149985],[128.97980855,35.17129628],[128.979303,35.17117092],[128.97877724,35.17112859],[128.97825148,35.17117092],[128.97774593,35.17129628],[128.97728001,35.17149985],[128.97687162,35.17177381],[128.97653647,35.17210764],[128.97628743,35.17248849],[128.97613407,35.17290174],[128.97608229,35.1733315],[128.97613407,35.17376126],[128.97628743,35.17417451],[128.97653647,35.17455535],[128.97687162,35.17488916],[128.97728001,35.17516311],[128.97774593,35.17536668],[128.97825148,35.17549203],[128.97877724,35.17553436],[128.979303,35.17549203],[128.97980855,35.17536668],[128.98027447,35.17516311],[128.98068285,35.17488916],[128.981018,35.17455535],[128.98126704,35.17417451],[128.9814204,35.17376126],[128.98147218,35.1733315]]]}"
6138554,"2016040","2723010600","27230001  ",대구광역시 북구1,대구광역시 북구 침산동(칠성초교 부근),2,2,0,2,0,0,128.594856576071,35.887338460503,"{""type"":""Polygon"",""coordinates"":[[[128.59755152,35.88733846],[128.59749974,35.88691251],[128.59734638,35.88650292],[128.59709734,35.88612544],[128.59676219,35.88579457],[128.59635381,35.88552304],[128.59588789,35.88532127],[128.59538233,35.88519702],[128.59485658,35.88515506],[128.59433082,35.88519702],[128.59382526,35.88532127],[128.59335934,35.88552304],[128.59295096,35.88579457],[128.59261581,35.88612544],[128.59236677,35.88650292],[128.59221341,35.88691251],[128.59216163,35.88733846],[128.59221341,35.88776441],[128.59236677,35.88817399],[128.59261581,35.88855147],[128.59295096,35.88888232],[128.59335934,35.88915384],[128.59382526,35.8893556],[128.59433082,35.88947985],[128.59485658,35.8895218],[128.59538233,35.88947985],[128.59588789,35.8893556],[128.59635381,35.88915384],[128.59676219,35.88888232],[128.59709734,35.88855147],[128.59734638,35.88817399],[128.59749974,35.88776441],[128.59755152,35.88733846]]]}"
6138231,"2016040","2723012600","27230002  ",대구광역시 북구2,대구광역시 북구 태전동(태전초교 부근),1,1,1,0,0,0,128.54451352528,35.930580690148,"{""type"":""Polygon"",""coordinates"":[[[128.54720847,35.93058069],[128.54715669,35.93015497],[128.54700333,35.9297456],[128.54675429,35.92936833],[128.54641914,35.92903764],[128.54601076,35.92876626],[128.54554484,35.9285646],[128.54503928,35.92844042],[128.54451353,35.92839849],[128.54398777,35.92844042],[128.54348221,35.9285646],[128.54301629,35.92876626],[128.54260791,35.92903764],[128.54227276,35.92936833],[128.54202372,35.9297456],[128.54187036,35.93015497],[128.54181858,35.93058069],[128.54187036,35.93100641],[128.54202372,35.93141577],[128.54227276,35.93179303],[128.54260791,35.93212371],[128.54301629,35.93239508],[128.54348221,35.93259673],[128.54398777,35.93272091],[128.54451353,35.93276283],[128.54503928,35.93272091],[128.54554484,35.93259673],[128.54601076,35.93239508],[128.54641914,35.93212371],[128.54675429,35.93179303],[128.54700333,35.93141577],[128.54715669,35.93100641],[128.54720847,35.93058069]]]}"
6138240,"2016040","2723012700","27230003  ",대구광역시 북구3,대구광역시 북구 매천동(매천초교 부근),1,1,1,0,0,0,128.542421806522,35.913639748876,"{""type"":""Polygon"",""coordinates"":[[[128.54511675,35.91363975],[128.54506497,35.91321394],[128.54491161,35.91280448],[128.54466257,35.91242713],[128.54432742,35.91209637],[128.54391904,35.91182493],[128.54345312,35.91162322],[128.54294756,35.91149902],[128.54242181,35.91145708],[128.54189605,35.91149902],[128.5413905,35.91162322],[128.54092457,35.91182493],[128.54051619,35.91209637],[128.54018104,35.91242713],[128.539932,35.91280448],[128.53977864,35.91321394],[128.53972686,35.91363975],[128.53977864,35.91406556],[128.539932,35.91447501],[128.54018104,35.91485235],[128.54051619,35.91518309],[128.54092457,35.91545453],[128.5413905,35.91565622],[128.54189605,35.91578042],[128.54242181,35.91582236],[128.54294756,35.91578042],[128.54345312,35.91565622],[128.54391904,35.91545453],[128.54432742,35.91518309],[128.54466257,35.91485235],[128.54491161,35.91447501],[128.54506497,35.91406556],[128.54511675,35.91363975]]]}"
6107956,"2016040","2726010200","27260001  ",대구광역시 수성구1,대구광역시 수성구 만촌동(동원초교 부근),3,3,0,1,2,0,128.640338254308,35.865005249893,"{""type"":""Polygon"",""coordinates"":[[[128.6430332,35.86500525],[128.64298142,35.86457917],[128.64282806,35.86416947],[128.64257902,35.86379188],[128.64224387,35.86346093],[128.64183549,35.86318931],[128.64136957,35.86298749],[128.64086401,35.8628632],[128.64033825,35.86282124],[128.6398125,35.8628632],[128.63930694,35.86298749],[128.63884102,35.86318931],[128.63843264,35.86346093],[128.63809749,35.86379188],[128.63784845,35.86416947],[128.63769509,35.86457917],[128.63764331,35.86500525],[128.63769509,35.86543132],[128.63784845,35.86584102],[128.63809749,35.8662186],[128.63843264,35.86654954],[128.63884102,35.86682114],[128.63930694,35.86702296],[128.6398125,35.86714724],[128.64033825,35.8671892],[128.64086401,35.86714724],[128.64136957,35.86702296],[128.64183549,35.86682114],[128.64224387,35.86654954],[128.64257902,35.8662186],[128.64282806,35.86584102],[128.64298142,35.86543132],[128.6430332,35.86500525]]]}"
6138555,"2016040","2820010100","28200001  ",인천광역시 남동구1,인천광역시 남동구 구월동(구월서초교 부근),2,2,0,1,1,0,126.694466783117,37.452619399467,"{""type"":""Polygon"",""coordinates"":[[[126.69716173,37.4526194],[126.69710995,37.45220202],[126.69695659,37.45180068],[126.69670755,37.4514308],[126.6963724,37.4511066],[126.69596401,37.45084053],[126.69549809,37.45064283],[126.69499254,37.45052108],[126.69446678,37.45047997],[126.69394103,37.45052108],[126.69343547,37.45064283],[126.69296955,37.45084053],[126.69256117,37.4511066],[126.69222602,37.4514308],[126.69197698,37.45180068],[126.69182362,37.45220202],[126.69177184,37.4526194],[126.69182362,37.45303677],[126.69197698,37.45343811],[126.69222602,37.45380798],[126.69256117,37.45413217],[126.69296955,37.45439822],[126.69343547,37.45459592],[126.69394103,37.45471766],[126.69446678,37.45475877],[126.69499254,37.45471766],[126.69549809,37.45459592],[126.69596401,37.45439822],[126.6963724,37.45413217],[126.69670755,37.45380798],[126.69695659,37.45343811],[126.69710995,37.45303677],[126.69716173,37.4526194]]]}"
6107955,"2016040","2820010200","28200002  ",인천광역시 남동구2,인천광역시 남동구 간석동(약산초교 부근),2,2,0,0,2,0,126.710824391733,37.467598563224,"{""type"":""Polygon"",""coordinates"":[[[126.71351934,37.46759856],[126.71346755,37.46718127],[126.7133142,37.46678001],[126.71306516,37.4664102],[126.71273001,37.46608607],[126.71232162,37.46582005],[126.7118557,37.46562238],[126.71135015,37.46550066],[126.71082439,37.46545956],[126.71029863,37.46550066],[126.70979308,37.46562238],[126.70932716,37.46582005],[126.70891878,37.46608607],[126.70858363,37.4664102],[126.70833459,37.46678001],[126.70818123,37.46718127],[126.70812945,37.46759856],[126.70818123,37.46801585],[126.70833459,37.46841711],[126.70858363,37.4687869],[126.70891878,37.46911103],[126.70932716,37.46937703],[126.70979308,37.46957469],[126.71029863,37.46969641],[126.71082439,37.4697375],[126.71135015,37.46969641],[126.7118557,37.46957469],[126.71232162,37.46937703],[126.71273001,37.46911103],[126.71306516,37.4687869],[126.7133142,37.46841711],[126.71346755,37.46801585],[126.71351934,37.46759856]]]}"
6107960,"2016040","2820010100","28200003  ",인천광역시 남동구3,인천광역시 남동구 구월동(성리초교 부근),2,2,0,0,2,0,126.707686695785,37.446666231962,"{""type"":""Polygon"",""coordinates"":[[[126.71038164,37.44666623],[126.71032986,37.44624882],[126.7101765,37.44584745],[126.70992746,37.44547754],[126.70959231,37.44515331],[126.70918393,37.44488722],[126.70871801,37.4446895],[126.70821245,37.44456774],[126.7076867,37.44452663],[126.70716094,37.44456774],[126.70665538,37.4446895],[126.70618946,37.44488722],[126.70578108,37.44515331],[126.70544593,37.44547754],[126.70519689,37.44584745],[126.70504353,37.44624882],[126.70499175,37.44666623],[126.70504353,37.44708364],[126.70519689,37.44748501],[126.70544593,37.4478549],[126.70578108,37.44817912],[126.70618946,37.4484452],[126.70665538,37.44864291],[126.70716094,37.44876466],[126.7076867,37.44880577],[126.70821245,37.44876466],[126.70871801,37.44864291],[126.70918393,37.4484452],[126.70959231,37.44817912],[126.70992746,37.4478549],[126.7101765,37.44748501],[126.71032986,37.44708364],[126.71038164,37.44666623]]]}"
6138556,"2016040","2914011900","29140001  ",광주광역시 서구1,광주광역시 서구 화정동(광주서초교 부근),2,2,0,0,2,0,126.877007450634,35.15549784525,"{""type"":""Polygon"",""coordinates"":[[[126.8797024,35.15549785],[126.87965061,35.15506799],[126.87949726,35.15465465],[126.87924822,35.15427371],[126.87891307,35.15393981],[126.87850468,35.15366579],[126.87803876,35.15346217],[126.87753321,35.15333679],[126.87700745,35.15329445],[126.87648169,35.15333679],[126.87597614,35.15346217],[126.87551022,35.15366579],[126.87510184,35.15393981],[126.87476669,35.15427371],[126.87451765,35.15465465],[126.87436429,35.15506799],[126.8743125,35.15549785],[126.87436429,35.1559277],[126.87451765,35.15634103],[126.87476669,35.15672196],[126.87510184,35.15705585],[126.87551022,35.15732986],[126.87597614,35.15753347],[126.87648169,35.15765885],[126.87700745,35.15770118],[126.87753321,35.15765885],[126.87803876,35.15753347],[126.87850468,35.15732986],[126.87891307,35.15705585],[126.87924822,35.15672196],[126.87949726,35.15634103],[126.87965061,35.1559277],[126.8797024,35.15549785]]]}"
6107954,"2016040","3017011100","30170001  ",대전광역시 서구1,대전광역시 서구 갈마동(갈마초교 부근),2,2,0,2,0,0,127.369083540174,36.355556733158,"{""type"":""Polygon"",""coordinates"":[[[127.37177849,36.35555673],[127.3717267,36.35513331],[127.37157335,36.35472616],[127.37132431,36.35435092],[127.37098915,36.35402202],[127.37058077,36.3537521],[127.37011485,36.35355153],[127.3696093,36.35342802],[127.36908354,36.35338632],[127.36855778,36.35342802],[127.36805223,36.35355153],[127.36758631,36.3537521],[127.36717793,36.35402202],[127.36684277,36.35435092],[127.36659373,36.35472616],[127.36644038,36.35513331],[127.36638859,36.35555673],[127.36644038,36.35598015],[127.36659373,36.3563873],[127.36684277,36.35676253],[127.36717793,36.35709141],[127.36758631,36.35736132],[127.36805223,36.35756188],[127.36855778,36.35768539],[127.36908354,36.35772709],[127.3696093,36.35768539],[127.37011485,36.35756188],[127.37058077,36.35736132],[127.37098915,36.35709141],[127.37132431,36.35676253],[127.37157335,36.3563873],[127.3717267,36.35598015],[127.37177849,36.35555673]]]}"
6138557,"2016040","3111010500","31110001  ",울산광역시 중구1,울산광역시 중구 옥교동(복산초교 부근),2,3,0,0,3,0,129.323522230168,35.558599420927,"{""type"":""Polygon"",""coordinates"":[[[129.32621718,35.55859942],[129.32616539,35.5581717],[129.32601204,35.55776042],[129.325763,35.55738138],[129.32542784,35.55704915],[129.32501946,35.55677649],[129.32455354,35.55657389],[129.32404799,35.55644912],[129.32352223,35.556407],[129.32299647,35.55644912],[129.32249092,35.55657389],[129.322025,35.55677649],[129.32161662,35.55704915],[129.32128146,35.55738138],[129.32103242,35.55776042],[129.32087907,35.5581717],[129.32082728,35.55859942],[129.32087907,35.55902713],[129.32103242,35.55943841],[129.32128146,35.55981744],[129.32161662,35.56014966],[129.322025,35.56042231],[129.32249092,35.5606249],[129.32299647,35.56074966],[129.32352223,35.56079179],[129.32404799,35.56074966],[129.32455354,35.5606249],[129.32501946,35.56042231],[129.32542784,35.56014966],[129.325763,35.55981744],[129.32601204,35.55943841],[129.32616539,35.55902713],[129.32621718,35.55859942]]]}"
6138558,"2016040","3120010800","31200001  ",울산광역시 북구1,울산광역시 북구 천곡동(상안초교 부근),2,2,0,1,1,0,129.334727167726,35.633494558028,"{""type"":""Polygon"",""coordinates"":[[[129.33742211,35.63349456],[129.33737033,35.63306724],[129.33721697,35.63265634],[129.33696793,35.63227766],[129.33663278,35.63194574],[129.3362244,35.63167333],[129.33575848,35.63147092],[129.33525293,35.63134627],[129.33472717,35.63130418],[129.33420141,35.63134627],[129.33369586,35.63147092],[129.33322994,35.63167333],[129.33282155,35.63194574],[129.3324864,35.63227766],[129.33223736,35.63265634],[129.332084,35.63306724],[129.33203222,35.63349456],[129.332084,35.63392187],[129.33223736,35.63433276],[129.3324864,35.63471144],[129.33282155,35.63504335],[129.33322994,35.63531574],[129.33369586,35.63551815],[129.33420141,35.63564279],[129.33472717,35.63568487],[129.33525293,35.63564279],[129.33575848,35.63551815],[129.3362244,35.63531574],[129.33663278,35.63504335],[129.33696793,35.63471144],[129.33721697,35.63433276],[129.33737033,35.63392187],[129.33742211,35.63349456]]]}"
6138559,"2016040","4119510700","41195001  ",경기도 부천시 원미구1,경기도 부천시 원미구 역곡동(동곡초교 부근),2,2,1,1,0,0,126.816710197119,37.490022740258,"{""type"":""Polygon"",""coordinates"":[[[126.81940514,37.49002274],[126.81935336,37.48960557],[126.8192,37.48920443],[126.81895096,37.48883474],[126.81861581,37.4885107],[126.81820743,37.48824476],[126.81774151,37.48804715],[126.81723595,37.48792547],[126.8167102,37.48788438],[126.81618444,37.48792547],[126.81567889,37.48804715],[126.81521297,37.48824476],[126.81480458,37.4885107],[126.81446943,37.48883474],[126.81422039,37.48920443],[126.81406703,37.48960557],[126.81401525,37.49002274],[126.81406703,37.49043991],[126.81422039,37.49084104],[126.81446943,37.49121072],[126.81480458,37.49153475],[126.81521297,37.49180068],[126.81567889,37.49199827],[126.81618444,37.49211995],[126.8167102,37.49216104],[126.81723595,37.49211995],[126.81774151,37.49199827],[126.81820743,37.49180068],[126.81861581,37.49153475],[126.81895096,37.49121072],[126.8192,37.49084104],[126.81935336,37.49043991],[126.81940514,37.49002274]]]}"
6107944,"2016040","4121010400","41210001  ",경기도 광명시1,경기도 광명시 소하동(충현초교 부근),2,2,0,1,1,0,126.885246353038,37.434256866562,"{""type"":""Polygon"",""coordinates"":[[[126.8879413,37.43425687],[126.88788952,37.43383939],[126.88773616,37.43343795],[126.88748712,37.43306798],[126.88715197,37.4327437],[126.88674358,37.43247756],[126.88627766,37.43227981],[126.88577211,37.43215803],[126.88524635,37.43211691],[126.8847206,37.43215803],[126.88421504,37.43227981],[126.88374912,37.43247756],[126.88334074,37.4327437],[126.88300559,37.43306798],[126.88275655,37.43343795],[126.88260319,37.43383939],[126.88255141,37.43425687],[126.88260319,37.43467434],[126.88275655,37.43507578],[126.88300559,37.43544574],[126.88334074,37.43577001],[126.88374912,37.43603613],[126.88421504,37.43623387],[126.8847206,37.43635564],[126.88524635,37.43639676],[126.88577211,37.43635564],[126.88627766,37.43623387],[126.88674358,37.43603613],[126.88715197,37.43577001],[126.88748712,37.43544574],[126.88773616,37.43507578],[126.88788952,37.43467434],[126.8879413,37.43425687]]]}"
6138247,"2016040","4122010100","41220001  ",경기도 평택시1,경기도 평택시 서정동(서정리초교 부근),1,1,1,0,0,0,127.057289596739,37.058639804684,"{""type"":""Polygon"",""coordinates"":[[[127.05998454,37.0586398],[127.05993276,37.05822024],[127.0597794,37.05781679],[127.05953036,37.05744498],[127.05919521,37.05711907],[127.05878683,37.05685161],[127.05832091,37.05665287],[127.05781535,37.05653048],[127.0572896,37.05648916],[127.05676384,37.05653048],[127.05625829,37.05665287],[127.05579237,37.05685161],[127.05538398,37.05711907],[127.05504883,37.05744498],[127.05479979,37.05781679],[127.05464643,37.05822024],[127.05459465,37.0586398],[127.05464643,37.05905937],[127.05479979,37.05946281],[127.05504883,37.05983461],[127.05538398,37.06016051],[127.05579237,37.06042796],[127.05625829,37.06062669],[127.05676384,37.06074907],[127.0572896,37.06079039],[127.05781535,37.06074907],[127.05832091,37.06062669],[127.05878683,37.06042796],[127.05919521,37.06016051],[127.05953036,37.05983461],[127.0597794,37.05946281],[127.05993276,37.05905937],[127.05998454,37.0586398]]]}"
6141106,"2016040","4127310200","41273001  ",경기도 안산시 단원구1,경기도 안산시 단원구 와동(와동초교 부근),2,6,0,0,6,0,126.829916887056,37.337717115354,"{""type"":""Polygon"",""coordinates"":[[[126.83261183,37.33771712],[126.83256005,37.3372991],[126.83240669,37.33689714],[126.83215765,37.3365267],[126.8318225,37.33620199],[126.83141412,37.33593552],[126.8309482,37.33573751],[126.83044264,37.33561557],[126.82991689,37.3355744],[126.82939113,37.33561557],[126.82888558,37.33573751],[126.82841966,37.33593552],[126.82801127,37.33620199],[126.82767612,37.3365267],[126.82742708,37.33689714],[126.82727372,37.3372991],[126.82722194,37.33771712],[126.82727372,37.33813513],[126.82742708,37.33853708],[126.82767612,37.33890752],[126.82801127,37.33923221],[126.82841966,37.33949867],[126.82888558,37.33969667],[126.82939113,37.3398186],[126.82991689,37.33985977],[126.83044264,37.3398186],[126.8309482,37.33969667],[126.83141412,37.33949867],[126.8318225,37.33923221],[126.83215765,37.33890752],[126.83240669,37.33853708],[126.83256005,37.33813513],[126.83261183,37.33771712]]]}"
6138864,"2016040","4127310900","41273002  ",경기도 안산시 단원구2,경기도 안산시 단원구 선부동(선일초교 부근),2,2,0,0,2,0,126.800183438616,37.339829620142,"{""type"":""Polygon"",""coordinates"":[[[126.80287838,37.33982962],[126.8028266,37.33941161],[126.80267324,37.33900967],[126.8024242,37.33863923],[126.80208905,37.33831454],[126.80168067,37.33804807],[126.80121475,37.33785007],[126.8007092,37.33772814],[126.80018344,37.33768697],[126.79965768,37.33772814],[126.79915213,37.33785007],[126.79868621,37.33804807],[126.79827782,37.33831454],[126.79794267,37.33863923],[126.79769363,37.33900967],[126.79754028,37.33941161],[126.79748849,37.33982962],[126.79754028,37.34024762],[126.79769363,37.34064956],[126.79794267,37.34101999],[126.79827782,37.34134467],[126.79868621,37.34161112],[126.79915213,37.34180912],[126.79965768,37.34193104],[126.80018344,37.34197221],[126.8007092,37.34193104],[126.80121475,37.34180912],[126.80168067,37.34161112],[126.80208905,37.34134467],[126.8024242,37.34101999],[126.80267324,37.34064956],[126.8028266,37.34024762],[126.80287838,37.33982962]]]}"
6107957,"2016040","4128710100","41287001  ",경기도 고양시 일산서구1,경기도 고양시 일산서구 일산동(한뫼초교 부근),3,4,0,1,2,1,126.767202895299,37.686499525234,"{""type"":""Polygon"",""coordinates"":[[[126.76989784,37.68649953],[126.76984606,37.68608346],[126.7696927,37.68568337],[126.76944366,37.68531466],[126.76910851,37.68499147],[126.76870013,37.68472623],[126.76823421,37.68452915],[126.76772865,37.68440778],[126.7672029,37.6843668],[126.76667714,37.68440778],[126.76617158,37.68452915],[126.76570566,37.68472623],[126.76529728,37.68499147],[126.76496213,37.68531466],[126.76471309,37.68568337],[126.76455973,37.68608346],[126.76450795,37.68649953],[126.76455973,37.68691559],[126.76471309,37.68731567],[126.76496213,37.68768438],[126.76529728,37.68800755],[126.76570566,37.68827277],[126.76617158,37.68846985],[126.76667714,37.68859121],[126.7672029,37.68863219],[126.76772865,37.68859121],[126.76823421,37.68846985],[126.76870013,37.68827277],[126.76910851,37.68800755],[126.76944366,37.68768438],[126.7696927,37.68731567],[126.76984606,37.68691559],[126.76989784,37.68649953]]]}"
6138865,"2016040","4141010400","41410001  ",경기도 군포시1,경기도 군포시 산본동(산본초교입구사거리 부근),2,3,0,0,3,0,126.93321723329,37.367704833612,"{""type"":""Polygon"",""coordinates"":[[[126.93591218,37.36770483],[126.9358604,37.36728698],[126.93570704,37.36688519],[126.935458,37.36651489],[126.93512285,37.36619032],[126.93471446,37.36592395],[126.93424854,37.36572602],[126.93374299,37.36560413],[126.93321723,37.36556298],[126.93269148,37.36560413],[126.93218592,37.36572602],[126.93172,37.36592395],[126.93131162,37.36619032],[126.93097647,37.36651489],[126.93072743,37.36688519],[126.93057407,37.36728698],[126.93052229,37.36770483],[126.93057407,37.36812268],[126.93072743,37.36852447],[126.93097647,37.36889476],[126.93131162,37.36921932],[126.93172,37.36948568],[126.93218592,37.3696836],[126.93269148,37.36980548],[126.93321723,37.36984663],[126.93374299,37.36980548],[126.93424854,37.3696836],[126.93471446,37.36948568],[126.93512285,37.36921932],[126.935458,37.36889476],[126.93570704,37.36852447],[126.9358604,37.36812268],[126.93591218,37.36770483]]]}"
6138867,"2016040","4311112400","43111001  ",충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동(상당초교 부근),2,2,0,0,2,0,127.509446584693,36.60878011691,"{""type"":""Polygon"",""coordinates"":[[[127.51214153,36.60878012],[127.51208975,36.60835808],[127.51193639,36.60795225],[127.51168735,36.60757824],[127.5113522,36.60725042],[127.51094382,36.60698137],[127.5104779,36.60678146],[127.50997234,36.60665835],[127.50944658,36.60661678],[127.50892083,36.60665835],[127.50841527,36.60678146],[127.50794935,36.60698137],[127.50754097,36.60725042],[127.50720582,36.60757824],[127.50695678,36.60795225],[127.50680342,36.60835808],[127.50675164,36.60878012],[127.50680342,36.60920216],[127.50695678,36.60960797],[127.50720582,36.60998197],[127.50754097,36.61030979],[127.50794935,36.61057882],[127.50841527,36.61077872],[127.50892083,36.61090182],[127.50944658,36.61094339],[127.50997234,36.61090182],[127.5104779,36.61077872],[127.51094382,36.61057882],[127.5113522,36.61030979],[127.51168735,36.60998197],[127.51193639,36.60960797],[127.51208975,36.60920216],[127.51214153,36.60878012]]]}"
