inputaddr,lng,lat,x,y,b,z,hc,lc,rc,bn
"부산광역시 사상구  가야대로 39",128.97721832099634,35.15196145156395,1134554,1685079,,"46989","2653064500","2653010500","265302006015","2653010500101650014030680"
"부산광역시 사상구  모라로 110번길 101",128.99633707386027,35.18467180453265,1136241,1688733,,"46934","2653059300","2653010200","265304217142","2653010200105510002012158"
"부산광역시 사상구  삼덕로 73번길 48",,,,,,,,,,
"부산광역시 사상구 낙동대로 740",128.96938625446555,35.12726208801107,1133881,1682329,,"47042","2653068000","2653010800","265302006002","2653010800103450006000132"
"부산광역시 금정구  부곡로 136 (부곡동) 부곡지구대",129.09228785084832,35.22800495545536,1144901,1693675,,"46271","2641058000","2641010900","264103006035","2641010900102940004004381"
"부산광역시 금정구  금정로 49 (장전동) 장전지구대",129.08596878059873,35.22907968372347,1144324,1693785,,"46293","2641061000","2641010800","264103006033","2641010800104220011016581"
"부산광역시 금정구  팔송로39길 56 (남산동) 범어지구대",,,,,,,,,,
"부산광역시 금정구  반송로 482-1 (금사동) 서금지구대",129.11648841564005,35.21608968013341,1147125,1692389,,"46334","2641055500","2641011100","264103130026","2641011100101170005000168"
"부산광역시 금정구  중앙대로 2106 (청룡동) 팔송파출소",129.0931112736909,35.27234330793782,1144897,1698594,,"46214","2641066500","2641010300","264102000010","2641010300100110005005120"
"부산광역시 사하구  낙동대로 264",128.98825001159977,35.09943318248106,1135646,1679268,,"49341","2638051000","2638010100","263802006002","2638010100107470004026046"
"부산광역시 사하구  하신중앙로 316",128.96520308556342,35.10448356199777,1133537,1679797,,"49407","2638056100","2638010300","263803134026","2638010300106150001036165"
"부산광역시 사하구  감천로103",129.0032186828251,35.088329812918296,1137029,1678057,,"49373","2638062000","2638010800","263803006004","2638010800104860011006909"
"부산광역시 사하구  다송로 46",128.9823996310489,35.06350283340993,1135172,1675275,,"49519","2638060200","2638010600","263803134009","2638010600101200036009743"
"부산광역시 사하구  하신중앙로 171",128.96243438056797,35.09382367802806,1133302,1678611,,"49429","2638057200","2638010400","263803134026","2638010400106460000004873"
"부산광역시 사하구  다대로 239",128.9777492523646,35.08109630537831,1134719,1677220,,"49458","2638059000","2638010500","263803134007","2638010500101860015000001"
"부산광역시 연제구 과정로164번길 16",129.10808330455325,35.18597119092105,1146414,1689036,,"47569","2647073000","2647010200","264704211085","2647010200104770001001950"
"부산광역시 연제구 반송로 18",129.08309325844007,35.18681441037713,1144137,1689093,,"47549","2647068000","2647010200","264703130026","2647010200106030041019730"
"부산광역시 연제구 거제대로178번길 51-1",129.0732104300175,35.18403104671005,1143242,1688770,,"47543","2647063000","2647010100","264704211008","2647010100105580003009613"
"부산광역시 연제구 연수로 207-1",129.09352710718,35.17391090111321,1145110,1687677,,"47594","2647070000","2647010200","264703129044","2647010200121330015007442"
"부산광역시 수영구 망미로8번길 74",129.1011890505851,35.17266480810806,1145810,1687550,,"48234","2650074000","2650010100","265004214152","2650010100108230003011454"
"부산광역시 수영구 수영성로 36-1 (수영동)",129.1159382417831,35.17057554777282,1147157,1687340,,"48229","2650073000","2650010200","265003138018","2650010200101910002015128"
"부산광역시 강서구  가락대로 1465",128.90214322151917,35.194950624690634,1127648,1689748,,"46708","2644055000","2644010500","264402136001","2644010500107400001008041"
"부산광역시 강서구  제도로 1191",128.9366761713613,35.216166582542066,1130758,1692146,,"46706","2644053000","2644010300","264403136062","2644010300100820010011892"
"부산광역시 강서구  대저로 284",128.98278793141213,35.21202209092805,1134962,1691748,,"46702","2644051000","2644010100","264403136036","2644010100123380004006556"
"부산광역시 강서구  공항진입로 39",128.95434528194883,35.18120728761743,1132423,1688292,,"46720","2644052000","2644010200","264403136004","2644010200118540002029684"
"부산광역시 강서구  낙동남로604번길 2-17",128.88629306327383,35.112733034321245,1126332,1680609,,"46736","2644056000","2644011100","264404208152","2644011100102620005009469"
"부산광역시 강서구 녹산산단335로 12-22",128.85640895669437,35.08988992598649,1123643,1678038,,"46754","2644056000","2644010900","264403136021","2644010900116330002000001"
"부산광역시 강서구  명지국제2로28번길 13",128.9086280160132,35.09392886425339,1128397,1678552,,"46726","2644053500","2644010400","264403350853","2644010400136020004000001"
"부산광역시 강서구 동선길 134",128.8310173371998,35.05294221442818,1121383,1673909,,"46769","2644058000","2644011900","264404853576","2644011900103410000043895"
"부산광역시 강서구 과학산단2로20번길 7-20",128.83216520088314,35.15117292979284,1121342,1684805,,"46743","2644056000","2644011400","264404208115","2644011400111820004000001"
"부산광역시 북구  금곡대로 66-8",129.00515487150585,35.21557787232725,1136992,1692173,,"46545","2632056000","2632010400","263202132001","2632010400106800010000001"
"부산광역시 북구  시랑로79번길 3",129.00625274360982,35.1988844685777,1137120,1690323,,"46621","2632052100","2632010500","263204196326","2632010500112190010000003"
"부산광역시 북구  은행나무로36번가길 24",129.03914388333465,35.20554838089859,1140103,1691108,,"46615","2632057200","2632010300","263204196345","2632010300108540001000001"
"부산광역시 북구  용당로 6",129.0096851625914,35.23180444361466,1137377,1693979,,"46527","2632054300","2632010200","263203132015","2632010200122840000015218"
"부산광역시 북구  금곡대로 462",129.01308194544583,35.24962276415928,1137656,1695960,,"46509","2632053000","2632010100","263202132001","2632010100111140004010722"
"부산광역시 기장군 기장읍 차성동로 94-6 ",129.21747404350444,35.24586624536781,1156260,1695846,,"46063","2671025000","2671025021","267103140051","2671025021102840003003799"
"부산광역시 기장군 일광면 일광로 77-15 ",129.23240357728076,35.2641806082955,1157583,1697901,,"46044","2671031000","2671031021","267103140037","2671031021100550003009796"
"부산광역시 기장군 장안읍 해맞이로 5 ",129.2442864310566,35.31286543222713,1158569,1703320,,"46033","2671025300","2671025321","267103173096","2671025321102470005012115"
"부산광역시 기장군 정관읍 용수로 17 ",129.17887952167996,35.3253315299648,1152599,1704600,,"46014","2671025600","2671025628","267103140060","2671025628113140000000001"
"부산광역시 기장군 철마면 철마로 473 ",129.1485737607547,35.27499904062322,1149937,1698971,,"46049","2671033000","2671033022","267103006040","2671033022103020001009137"
"대구광역시 중구  국채보상로 99길 12",128.58391559699928,35.871351702381524,1097851,1764407,,"41921","2711058500","2711014000","271104223029","2711014000100150030000001"
"대구광역시 중구 국채보상로 140길 16",128.60602361632985,35.86807585056615,1099851,1764066,,"41944","2711051700","2711010200","271104223021","2711010200102270008010541"
"대구광역시 중구  달구벌대로 2048",128.58766491010763,35.866070715914326,1098196,1763825,,"41965","2711065000","2711015600","271102007002","2711015600103230001000001"
"대구광역시 중구  중앙대로 81길 88",128.58882133795663,35.86963944414115,1098296,1764222,,"41934","2711057500","2711011100","271104223134","2711011100100560001006275"
"대구광역시 동구  효목로19길 143",128.6368648029049,35.883141441893855,1102616,1765769,,"41174","2714059000","2714010300","271404226391","2714010300100470001000001"
"대구광역시 동구  해동로 184",128.64882174960343,35.88644455627824,1103691,1766148,,"41155","2714065500","2714011000","271403142042","2714011000110270020008292"
"대구광역시 동구  반야월로 219",128.71284053976288,35.87228285534265,1109489,1764647,,"41126","2714074700","2714011600","271403142014","2714011600100440000024874"
"대구광역시 동구  대현로 126 ",128.6124009801053,35.88136004438371,1100410,1765546,,"41200","2714052000","2714010100","271403007003","2714010100108190002000001"
"대구광역시 동구  동대구로85길 53 ",128.6242640537251,35.87497474089672,1101489,1764850,,"41256","2714057000","2714010200","271404226058","2714010200100780002026898"
"대구광역시 동구 팔공로 197길 47",128.69146846613344,35.95619628275754,1107446,1773931,,"41009","2714076000","2714013500","271404226303","2714013500105690000009159"
"대구광역시 동구 파계로 546",128.63360551751524,35.97925937869922,1102198,1776427,,"41001","2714076000","2714014200","271403142040","2714014200105800001003355"
"대구광역시 동구 위남로9",128.64012297346795,35.92725056542612,1102853,1770665,,"41019","2714062000","2714010500","271403142033","2714010500115180000000001"
"대구 동구 동내로 120",128.73388724172355,35.8816248928327,1111376,1765707,,"41061","2714075500","2714012500","271403142008","2714012500111140000000001"
"대구광역시 서구  달서로26길 1",128.57148119886224,35.87335654591483,1096726,1764617,,"41798","2717056500","2717010200","271704229092","2717010200104340027008758"
"대구광역시 서구  국채보상로 260",128.55950874048727,35.87100147459494,1095648,1764344,,"41825","2717065000","2717010300","271703007001","2717010300112180005016187"
"대구광역시 서구  국채보상로 117",128.54395344928483,35.86904603569781,1094246,1764112,,"41759","2717067500","2717010600","271703007001","2717010600100440035030179"
"대구광역시 서구  고성로 83",128.57546242106267,35.883526654373114,1097073,1765749,,"41729","2717069500","2717010900","271703007016","2717010900114540003026734"
"대구광역시 서구  달구벌대로 1737",128.55511805233706,35.857309263941666,1095268,1762821,,"41857","2717054000","2717010100","271702007002","2717010100104680005013625"
"대구광역시 남구  봉덕로 87",128.60019983252377,35.845004230363514,1099354,1761501,,"42438","2720053000","2720010200","272003144007","2720010200105540028000001"
"대구광역시 남구  양지로 100",128.5790904467742,35.85124517490766,1097440,1762172,,"42455","2720058600","2720010300","272003144009","2720010300121520007000001"
"대구광역시 남구 대명남로 177",128.57751960765566,35.83581542306036,1097317,1760459,,"42488","2720064000","2720010300","272003144002","2720010300107350002000001"
"대구광역시 남구  두류공원로 113",128.56727251124275,35.84613967408886,1096379,1761594,,"42471","2720059000","2720010300","272003007009","2720010300130470011004031"
"대구광역시 남구  대명남로 55",128.5642909066955,35.8351489470783,1096123,1760372,,"42483","2720061000","2720010300","272003144002","2720010300114580003002832"
"대구광역시 북구  오봉로 122",128.579365042956,35.89843951590078,1097407,1767407,,"41545","2723055000","2723010600","272303145036","2723010600110550002000001"
"대구광역시 북구  경진로1길 50",128.61772451513744,35.89440123051164,1100874,1766998,,"41562","2723067100","2723011200","272304235036","2723011200104310001030746"
"대구광역시 북구  침산로 24",128.58900020762218,35.87866245728042,1098301,1765223,,"41588","2723051000","2723010200","272303007023","2723010200100870000044567"
"대구광역시 북구  연암로 114",128.59478129837086,35.894648646899405,1098803,1767002,,"41540","2723061000","2723011100","272303145034","2723011100108400001007581"
"대구광역시 수성구  고산로 150",128.70651656719429,35.84383945397053,1108957,1761485,,"42266","2726069000","2726011500","272603146002","2726011500113250007027774"
"대구광역시 수성구  청수로 245",128.63469126421973,35.84103213363439,1102474,1761096,,"42113","2726060100","2726010700","272603146028","2726010700101480005004109"
"대구광역시 수성구  무열로 111",128.64885850666158,35.868277858868524,1103718,1764133,,"42051","2726056000","2726010200","272603146010","2726010200109770011034470"
"대구광역시 수성구  들안로 54",128.61718281330783,35.83451560043714,1100901,1760355,,"42173","2726064000","2726011100","272603146008","2726011100101380008000002"
"대구광역시 수성구  지범로 155",128.63718163172928,35.82312157454005,1102722,1759112,,"42196","2726065100","2726011200","272603146024","2726011200112770016004748"
"대구광역시 수성구  동대구로 313",128.62509435948357,35.85848645863737,1101585,1763022,,"42117","2726051000","2726010100","272603007004","2726010100105630008000001"
"대구광역시 수성구  파동로 2길 30",128.62128014807152,35.8086024828213,1101304,1757485,,"42238","2726063000","2726011000","272604238444","2726011000104730004003134"
"대구광역시 달서구  월배로 108",128.52639791467257,35.814102233507114,1092725,1758001,,"42801","2729061500","2729011700","272903007013","2729011700105260010016051"
"대구광역시 달서구  상인서로 36",128.54498176809955,35.814041280975495,1094404,1758012,,"42812","2729062400","2729011500","272903147010","2729011500115280002014775"
"대구광역시 달서구  학산로 184",128.54658904880955,35.83360946566875,1094526,1760184,,"42738","2729064000","2729012200","272903147045","2729012200105000013000002"
"대구광역시 달서구  월성로 69",128.5280631748707,35.83079418731383,1092856,1759854,,"42732","2729060200","2729012000","272903147031","2729012000100860002009938"
"대구광역시 달서구  갈밭로 51",128.52870422336818,35.8032545782609,1092946,1756800,,"42842","2729061500","2729012300","272903351387","2729012300105000001000001"
"대구광역시 달서구  선원로 62",128.49914420246506,35.85896886838384,1090212,1762952,,"42609","2729058500","2729010700","272903147015","2729010700117490002001691"
"대구광역시 달서구  용산로 212",128.53096468958478,35.85652723381151,1093088,1762711,,"42631","2729057100","2729011100","272903147027","2729011100109340005016701"
"대구광역시 달서구  구마로39길 83-16",128.54708768212754,35.84122339799938,1094562,1761029,,"42677","2729051500","2729010100","272904241031","2729010100108360000000001"
"대구광역시 달서구  야외음악당로 202",128.5573693990617,35.85337666730279,1095476,1762387,,"42672","2729055000","2729010200","272903147026","2729010200105320008022199"
"대구광역시 달서구  달구벌대로 1327",128.51257937604993,35.851211054945715,1091434,1762104,,"42620","2729057600","2729010800","272902007002","2729010800107350001002603"
"대구광역시 달서구  선원로 276",128.5228065655625,35.858562387100235,1092349,1762929,,"42617","2729057200","2729011100","272903147015","2729011100104990015002920"
"대구광역시 달서구  야외음악당로 280",128.56478560839528,35.85642157611331,1096142,1762732,,"42666","2729053500","2729010200","272903147026","2729010200101310027023138"
"대구광역시 달서구  달구벌대로 1606",128.54236454158314,35.85174972416698,1094123,1762192,,"42642","2729055500","2729011300","272902007002","2729011300101000008021236"
"대구광역시 달성군 가창면 가창로 1076",128.6231924860577,35.80056968369914,1101487,1756596,,"42936","2771031000","2771031021","277103148002","2771031021105650082039815"
"대구광역시 달성군 논공읍 논공중앙로33길 7",128.45281890153967,35.73031929439949,1086168,1748641,,"42981","2771025300","2771025328","277104244144","2771025328100010129040602"
"대구광역시 달성군 논공읍 비슬로 1788",128.42122248003648,35.7739861476968,1083265,1753457,,"42975","2771025300","2771025322","277103007026","2771025322118090001040664"
"대구광역시 달성군 구지면 창리로11길 51",128.41325268859248,35.65930027397269,1082663,1740730,,"43010","2771038000","2771038021","277104244502","2771038021103720001026132"
"대구광역시 달성군 화원읍 비슬로 2480",128.48993384810157,35.79869352000872,1089448,1756258,,"42956","2771025000","2771025024","277103007026","2771025024111020001001751"
"대구광역시 달성군 화원읍 명천로 100",128.50709227922073,35.80259008823791,1090994,1756706,,"42964","2771025000","2771025026","277103148049","2771025026100560008004475"
"대구광역시 달성군 옥포읍 비슬로 2294 ",128.47214762166567,35.790363770208415,1087850,1755318,,"42972","2771026200","2771026226","277103007026","2771034026101460002008323"
"대구광역시 달성군 다사읍 세천로 100 ",128.47248246017273,35.87316203280768,1087789,1764502,,"42930","2771025600","2771025626","277103148034","2771025626116890001000001"
"대구광역시 달성군 현풍읍 현풍중앙로 70",128.44511139184107,35.69563249166403,1085508,1744787,,"42996","2771026500","2771026524","277103148047","2771036024102570006015337"
"대구광역시 달성군 유가읍 테크노상업로 99",128.46046459835102,35.69388808097766,1086899,1744607,,"43015","2771025900","2771025924","277103341006","2771037024100000000000002"
"대구광역시 달성군 하빈면 달구벌대로 55길 58-4",128.4213877116674,35.876404788966354,1083173,1764817,,"42903","2771033000","2771033028","277104244176","2771033028100720001028473"
"대구광역시 북구  구암로 157",128.5580258522024,35.93187891576885,1095441,1771095,,"41431","2723078000","2723012400","272303145012","2723012400108760002023540"
"대구광역시 북구  동암로 171 ",128.56974672981409,35.943675553542505,1096484,1772415,,"41419","2723080000","2723012200","272303145024","2723012200110990007003970"
"대구광역시 북구  서변로 62",128.59678976129408,35.92136146285133,1098951,1769967,,"41475","2723069500","2723011500","272303145031","2723011500117760000034613"
"대구광역시 북구 한강로 103",128.5209444234846,35.896426035595,1092137,1767127,,"41492","2723071500","2723012900","272303145056","2723012900107260000000001"
"인천광역시 중구  서해대로 399",126.63205569175572,37.46228712172053,923243,1940696,,"22306","2811053000","2811011800","281102008001","2811011800100010028092331"
"인천광역시 동구  송림로 46-1",126.64029872093653,37.47414598544734,923984,1942005,,"22555","2814058000","2814010700","281403150037","2814010700102290003085398"
"인천광역시 중구  제물량로 266",126.61759664222915,37.475483860813114,921978,1942172,,"22312","2811060000","2811013900","281103149064","2811013900100130001201699"
"인천광역시 중구  흰바위로27번길 12",126.4883480247483,37.49346597817029,910571,1944282,,"22371","2811062800","2811014700","281104247402","2811014700127920002222987"
"인천광역시 중구  연안부두로 22 ",126.60317083115108,37.456131569826816,920682,1940037,,"22349","2811052000","2811011800","281103149027","2811011800100600000081036"
"인천광역시 옹진군 영흥면 영흥북로 29",126.49924405795778,37.25611635000555,911255,1917939,,"23118","2872036000","2872036022","287203158030","2872036022100080021010541"
"인천광역시 옹진군 시도로 61번길 91",126.42702750751836,37.533637685022576,905201,1948799,,"23114","2872031000","2872031021","287204274121","2872031021103190000008917"
"인천광역시 옹진군 대청로 7번길 9",124.71499451549326,37.82442642924138,754878,1984175,,"23105","2872034000","2872034021","287204274023","2872034021103840001001090"
"인천광역시 옹진군 연평면 연평로137번길 5",125.70044402754095,37.65978687690862,841270,1963777,,"23108","2872038000","2872038021","287204274134","2872038021103250125007136"
"인천광역시 옹진군 백령면 백령로278번길 57",124.7179031742948,37.97382500826509,755629,2000748,,"23101","2872033000","2872033021","287204274065","2872033021108900001004231"
"인천광역시 옹진군 덕적면 덕적북로 117번길",,,,,,,,,,
"인천광역시 중구 마시란로 314-20 ",126.40132457237603,37.444810103553294,902815,1938970,,"22384","2811063000","2811015000","281103149015","2811015000200940009225979"
"인천광역시 동구  수문통로 77",126.63699470975709,37.482161879943305,923700,1942897,,"22522","2814053000","2814010300","281403150015","2814010300100660775058402"
"인천광역시 중구  참외전로 131",,,,,,,,,,
"인천광역시 동구  샛골로 195 ",126.64518657744279,37.479904983098464,924422,1942640,,"22540","2814057000","2814010300","281403149062","2814010300100120062002028"
"인천광역시 중구 하늘달빛로 118",126.55511453852766,37.48876411176117,916468,1943699,,"22401","2811062200","2811014500","281103149075","2811014500118780008000001"
"미추홀구 인하로 150-1",126.66462281562822,37.448929513547505,926110,1939188,,"22210","2817754000","2817710200","281773008011","2817010200100390013118440"
"용현동 488-109",,,,,,,,,,
"인천 미추홀구 숙골로87번길 22",126.66106337830757,37.47002287086879,925816,1941531,,"22100","2817761000","2817710400","281774854093","2817710400100000000000013"
"인천광역시 미추홀구 주안로 71",126.67762413482934,37.4644157392032,927275,1940896,,"22132","2817762000","2817710500","281773008014","2817010600102630001000001"
"미추홀구 인하로 448번지",126.69643958919916,37.44440902366881,928920,1938662,,"22241","2817770000","2817710600","281773008011","2817010800100130012048448"
"인천 미추홀구 소성로 340",126.68498637446484,37.43724597249026,927900,1937876,,"22238","2817771000","2817710700","281773151009","2817010900103900001097580"
"인천 미추홀구 인하로 196",126.66961441948585,37.448396841849174,926551,1939125,,"22218","2817764000","2817710500","281773008011","2817010600107480001043488"
"미추홀구 용오로 24",126.63797606953334,37.455804713788986,923760,1939972,,"22186","2817757000","2817710200","281773151015","2817010200106230010145407"
"경인로 455-1",,,,,,,,,,
"인천광역시 남동구 만수서로68",126.73367363342123,37.46143048951589,932229,1940523,,"21524","2820057000","2820010300","282003153030","2820010300111190002000001"
"인천광역시 남동구 인하로 623",,,,,,,,,,
"인천광역시 남동구 석산로176",126.71172478824639,37.46046588258938,930287,1940432,,"21548","2820054000","2820010200","282003151029","2820010200109390001024534"
"인천광역시 남동구 용천로74",126.71507272048918,37.45604450889226,930579,1939939,,"21562","2820052000","2820010100","282003153058","2820010100100240001006218"
"인천광역시 남동구 석정로552번길7",126.69700454202463,37.4655855814798,928990,1941011,,"21504","2820055100","2820010200","282004259460","2820010200106060021006099"
"인천광역시 남동구 문화서로49번길 16",126.69540866214433,37.44989123955816,928834,1939271,,"21566","2820052100","2820010100","282004259362","2820010100111210013000930"
"인천광역시 부평구 마장로251",126.70243443797209,37.5005044614746,929503,1944881,,"21370","2823758000","2823710300","282373154066","2823710300101990049010714"
"인천광역시 부평구 배곶로 50 ",126.69690652697773,37.472633457931565,928988,1941793,,"21452","2823769000","2823710200","282373154021","2823710200103010015002424"
"인천광역시 부평구 광장로 6",126.722627657114,37.49077835684202,931279,1943787,,"21404","2823751000","2823710100","282373154004","2823710100102240001005582"
"인천광역시 부평구 마장로 84",126.70817411214868,37.486211687671506,929997,1943291,,"21405","2823753000","2823710200","282373154066","2823710200101700061000546"
"인천광역시 부평구 안남로 307",126.70909547220478,37.510391918228244,930101,1945973,,"21313","2823759200","2823710400","282373008033","2823710400101920007014713"
"인천광역시 부평구 부영로 7",126.71777931850592,37.48601428473601,930846,1943262,,"21409","2823752000","2823710100","282373154025","2823710100107600368204101"
"인천광역시 서구 완정로 181",126.65613565518493,37.602348927710196,925512,1956216,,"22616","2826072000","2826012000","282603156068","2826012000106380003025711"
"인천광역시 서구  승학로402번길 ",,,,,,,,,,
"인천광역시 서구 원적로 59",126.67998810631609,37.49230177941763,927511,1943988,,"22817","2826060000","2826011200","282603154073","2826011200102120039000004"
"인천광역시 서구  가정로294번길 23",126.67534687890216,37.511116532933215,927119,1946079,,"22784","2826055000","2826011000","282604268038","2826011000104650002015797"
"인천광역시 서구  청라라임로 66",126.65384556097735,37.53343480263046,925241,1948572,,"22738","2826053600","2826012200","282603156124","2826010600107960004000001"
"인천광역시 서구  서달로 121 ",126.67847709582064,37.50941678527687,927394,1945888,,"22802","2826056100","2826011000","282603154071","2826011000104880001005303"
"인천광역시 서구  검단로 755 번길 9",126.68446293878809,37.61324683126786,928023,1957403,,"22620","2826069000","2826012100","282603000070","2826012100104420023031320"
"인천광역시 서구 가정로406번길 25",,,,,,,,,,
"인천광역시 계양구  오조산로 43 ",126.73832335863032,37.53470393885019,932706,1948649,,"21069","2824561400","2824510200","282453155028","2824510200110830001049126"
"인천광역시 계양구  안남로554번길 31 ",126.71414762517827,37.53249948803107,930568,1948422,,"21095","2824560100","2824510100","282454265312","2824510100100210026143411"
"인천광역시 계양구  계양산로 92",126.7258987164921,37.547548346437246,931620,1950083,,"21040","2824561200","2824510200","282453155007","2824510200109030002182089"
"인천광역시 계양구  장기서로 6 ",126.73457741520043,37.576718088220304,932413,1953313,,"21007","2824571000","2824512300","282453155035","2824512300100760001083761"
"인천광역시 계양구  계산천동로19번길 14 ",126.72578230321683,37.539102040017475,931602,1949146,,"21052","2824561100","2824510200","282454265059","2824510200109620036100910"
"인천광역시 강화군 송해면 강화대로 691 ",126.4656394918636,37.762039771277195,908892,1974102,,"23019","2871039000","2871039026","287102157001","2871039026103120003033857"
"인천광역시 강화군 길상면 온수길36번길 7 ",126.49096394006496,37.64014216552769,910977,1960553,,"23050","2871033000","2871033021","287104271531","2871033021105080003024072"
"인천광역시 강화군 삼산면 삼산북로 465",,,"","",,"23005","2871041000","2871041021","287103157027","2871041021102580003051253"
"인천광역시 강화군 교동면 대룡안길54번길 14",126.28119121463239,37.78143826867712,892673,1976450,,"23002","2871040000","2871040021","287104271259","2871040021105200002046298"
"인천광역시 강화군 서도면 주문도길 58",126.23966223554454,37.65162284473696,888822,1962095,,"23008","2871042000","2871042021","287104271584","2871042021202060005034228"
"인천광역시 강화군 불은면 강화동로 558 ",126.47974700923469,37.68540837974603,910042,1965586,,"23046","2871032000","2871032021","287103157003","2871032021102480004008872"
"인천광역시 강화군 화도면 마니산로732",126.41708461334663,37.63331317431472,904450,1959868,,"23060","2871034000","2871034022","287103157022","2871034022108010002032710"
"인천광역시 강화군 양도면 강화남로 722 ",126.42077890380544,37.66388317044863,904815,1963256,,"23057","2871035000","2871035021","287103157002","2871035021101810001020788"
"인천광역시 강화군 내가면 강화서로 243",126.38999401213928,37.71808971225641,902171,1969302,,"23018","2871036000","2871036021","287103157004","2871036021107840002014086"
"인천광역시 강화군 강화읍 동문안길 17",126.48715724372683,37.747580687351686,910770,1972477,,"23031","2871025000","2871025022","287104271322","2871025022104370000002480"
"인천광역시 강화군 선원면 대문고개로 4",126.4838626372968,37.71125715417587,910436,1968450,,"23043","2871031000","2871031021","287103157017","2871031021105450003006782"
"인천광역시 강화군 양사면 전망대로 1381-3",126.40718795914796,37.798789244668725,903791,1978238,,"23011","2871038000","2871038024","287103157034","2871038024108240000035391"
"인천광역시 강화군 하점면 강화대로 1186",126.41502802661914,37.77296787743099,904448,1975365,,"23015","2871037000","2871037021","287102157001","2871037021107200005033918"
"인천광역시 연수구  함박뫼로 11-8 ",126.67091365849335,37.41876049820936,926637,1935836,,"21915","2818576600","2818510400","281853008022","2818510400104650003065174"
"인천광역시 연수구  먼우금로45번길 5 ",126.66924645197652,37.402930008975154,926474,1934081,,"21971","2818579000","2818510500","281854256060","2818510500109430002000001"
"인천광역시 연수구  해돋이로 96",126.65158423484668,37.39113202234649,924899,1932786,,"21996","2818582000","2818510600","281853152037","2818510600100030034000001"
"인천광역시 연수구 송도과학로51번길 70",126.66932294170019,37.386787231010814,926465,1932290,,"21982","2818584000","2818510600","281854256369","2818510600101600003000001"
"인천광역시 연수구 비류대로 215",126.65893539137089,37.427788558764846,925586,1936847,,"21900","2818564000","2818510100","281852000014","2818510100103180001216234"
"인천광역시 연수구  선학로 58 ",126.70118067587664,37.42272755248462,929319,1936253,,"21938","2818575000","2818510200","281853152012","2818510200103410000015817"
"인천광역시 부평구 굴포로 7번길 43",126.72328485537476,37.513604727129355,931358,1946319,,"21333","2823764100","2823710600","282374262097","2823710600101800025101887"
"인천광역시 부평구  부개로 4번길",,,,,,,,,,
"인천광역시 부평구  주부토로 10",126.72378272018223,37.49612192039665,931386,1944379,,"21393","2823754000","2823710100","282373008034","2823710100102050001101984"
"인천광역시 부평구 일신로 31",,,,,,,,,,
"인천광역시 부평구  충선로 49번길 ",,,,,,,,,,
"인천광역시 남동구 장승남로47번길 7",126.73730138492708,37.4438054700592,932534,1938565,,"21594","2820058300","2820010300","282004259658","2820010300110190002007105"
"인천광역시 남동구 앵고개로 797",126.72364349778928,37.39361910660791,931280,1933007,,"21679","2820071000","2820011000","282003008020","2820011000107330009000004"
"인천광역시 남동구 남동대로239번길 112",126.69360521052741,37.40934506344051,928636,1934774,,"21632","2820070000","2820011000","282004259121","2820011000104500002010081"
"인천광역시 남동구 독곡로 30",126.74759204765455,37.43556994741724,933437,1937644,,"21604","2820065000","2820010500","282003153025","2820010500105580004000001"
"광주광역시 광산구  수완로 63",126.82847021285852,35.190927593508974,938864,1688608,,"62247","2920063700","2920011400","292003163026","2920011400111250000000001"
"광주광역시 광산구  첨단중앙로106번길 65-15",126.8464784217591,35.216309611307594,940522,1691412,,"62277","2920062600","2920011500","292004289610","2920011500108780002041596"
"광주광역시 광산구 사암로 106번길 3",126.80759624693532,35.153876571521494,936935,1684512,,"62372","2920058000","2920010900","292004289179","2920010900110530006000001"
"광주광역시 광산구  사암로 390번길 13-16",,,,,,,,,,
"광주광역시 광산구  상무대로 93",126.78541637958556,35.12901417559559,934895,1681769,,"62451","2920054000","2920010200","292002009004","2920010200112180058025976"
"광주광역시 광산구  신흥신기안길 31-6",126.80311812903751,35.144707666456675,936520,1683498,,"62380","2920055000","2920010400","292004289401","2920010400110600017034081"
"광주광역시 광산구  고봉로 124",126.79452811498064,35.18474738171148,935769,1687944,,"62209","2920064000","2920012500","292003163001","2920012500103910002043079"
"광주광역시 광산구  비아중앙로31번길 14",126.82383265288239,35.22168556009374,938465,1692022,,"62238","2920062000","2920011200","292004289178","2920011200100900005023076"
"광주광역시 광산구  평동로 790-16",126.75975488228319,35.12420738411705,932553,1681253,,"62420","2920067000","2920014500","292003163051","2920014500102420000000001"
"광주광역시 광산구  동곡로 155",126.7739092320556,35.09737717323336,933821,1678268,,"62461","2920066000","2920013800","292003163008","2920013800110800001025033"
"광주광역시 광산구  삼도로 341-3",126.70045934013504,35.16326175862449,927185,1685626,,"62406","2920068000","2920015600","292003163018","2920015600103200001041645"
"광주광역시 광산구  용진로 395",126.73052583191236,35.181625538356585,929939,1687641,,"62204","2920069000","2920016800","292003163036","2920016800104050001039690"
"광주광역시 광산구  하림길 1",126.74518567979942,35.21984114775666,931306,1691869,,"62201","2920065000","2920013400","292004289691","2920013400104540000024194"
"광주광역시 동구  예술길 31-5",126.91949244472326,35.149586144588774,947124,1683971,,"61474","2911052500","2911010500","291104277152","2911010500100150000007085"
"광주광역시 동구  양림로 119 번길 13",126.92097575105667,35.14011630230652,947253,1682920,,"61489","2911068500","2911012200","291103009004","2911012200100740021011712"
