inputaddr,lng,lat,x,y,b,z,hc,lc,rc,bn
"경상북도 상주시 모동면 용호1길 21 ",127.95992985599095,36.31887122329358,1041285,1813600,,"37271","4725038000","4725038023","472504733636","4725038023100260005064213"
"경상북도 상주시 화북면 문장로 1718 ",127.91963009004027,36.56241204280406,1037550,1840598,,"37102","4725042000","4725042021","472503311070","4725042021103620004054783"
"경상북도 상주시 은척면 봉중1길 6 ",128.0737115381643,36.533499185879954,1051357,1837462,,"37104","4725044000","4725044021","472504733331","4725044021103900002007056"
"경상북도 상주시 낙동면 영남제일로 105 ",128.2973974620008,36.3645612539692,1071536,1818865,,"37251","4725033000","4725033022","472503311045","4725033022111190002026397"
"경상북도 상주시 화동면 이소1길 42 ",127.95393136449691,36.38903338191431,1040710,1821380,,"37146","4725040000","4725040021","472504733698","4725040021103680002072081"
"경상북도 상주시 사벌면 덕담1길 59 ",128.2093189767155,36.46782579318696,1063550,1830258,,"37127","4725032500","4725032521","472504733188","4725032021103970001022412"
"경상북도 상주시 청리면 청리중앙로 166-10 ",128.13062092944605,36.33963912473446,1056592,1815990,,"37255","4725034000","4725034022","472503311062","4725034022108940002040940"
"경상북도 상주시 공성면 공성중앙로 99 ",128.09349981405447,36.2848357460015,1053298,1809890,,"37267","4725035000","4725035021","472503311005","4725035021101690001079425"
"경상북도 상주시 공검면 비재로 1288 ",128.1565594979387,36.51287831124002,1058789,1835222,,"37132","4725045000","4725045025","472503311024","4725045025108860009012238"
"경상북도 상주시 함창읍 함창중앙로 112 ",128.1770787362894,36.56840383277747,1060583,1841394,,"37116","4725025000","4725025021","472503311067","4725025021101650003049344"
"경상북도 상주시 화서면 화령로 21 ",127.94903239025017,36.44453163959583,1040242,1827534,,"37139","4725041000","4725041021","472503311068","4725041021101710004058580"
"경상북도 문경시 농암면 농암길 78",128.00231358556138,36.59841365918098,1044928,1844627,,"37000","4728037000","4728037021","472804736131","4728037021101660002821789"
"경상북도 문경시 가은읍 가은로 137",128.06376083596186,36.6429878613695,1050395,1849602,,"36996","4728025300","4728025321","472803312001","4728025321103470004813200"
"경상북도 문경시 산북면 강동로 14",128.26061873693016,36.656109801918646,1067981,1851179,,"36910","4728034000","4728034022","472803305003","4728034022100100018000001"
"경상북도 문경시 산양면 산양로 107",128.2585009599372,36.61128390731071,1067831,1846205,,"36935","4728032000","4728032029","472803312012","4728032029100570007832290"
"경상북도 문경시 돈달로 142 ",128.20097271747034,36.60177398018811,1062694,1845111,,"36966","4728059000","4728010300","472803312006","4728010300107160014000001"
"경상북도 문경시 모전로 144",128.18896125256188,36.59384785268918,1061626,1844224,,"36956","4728061000","4728011000","472803018044","4728011000109590009000001"
"경상북도 문경시 문경읍 문희로 61",128.10709379292948,36.73782647665507,1054202,1860146,,"36916","4728025000","4728025021","472803312008","4728025021104550001020370"
"경상북도 문경시 호계면 문경대로 1768",128.1204322433037,36.69310782681231,1055425,1855193,,"36921","4728036000","4728036026","472802311001","4728036027108840001025667"
"경상북도 칠곡군 왜관읍 2번도로길 33",128.39741024526774,35.99067996385714,1080892,1777472,,"39893","4785025000","4785025021","478504766001","4785025021102650000040262"
"경상북도 칠곡군 석적읍 석적로 965",128.3940857171449,36.07643367687718,1080505,1786981,,"39842","4785025600","4785025623","478503322009","4785025623107490000000001"
"경상북도 칠곡군 북삼읍 인평1길 2",128.3434084023202,36.06272777204651,1075955,1785420,,"39808","4785025300","4785025325","478504766472","4785025325103670005032923"
"경상북도 칠곡군 동명면 금암중앙길 21",128.5537861825882,35.98074433230431,1095000,1776511,,"39859","4785032000","4785032031","478504766094","4785032031100010003013960"
"경상북도 칠곡군 지천면 신동로 154",128.48921161623588,35.95615873797214,1089206,1773723,,"39864","4785031000","4785031036","478503322014","4785031036104020005008109"
"경상북도 칠곡군 동명면 경북대로 1576",128.53900168243098,36.08647104775156,1093542,1788224,,"39852","4785033000","4785033039","478502018002","4785033039100380000025048"
"경상북도 칠곡군 약목면 약목로3길 12 ",128.3650741374621,36.03350722605704,1077935,1782196,,"39825","4785036000","4785036028","478504766410","4785036028109730001029105"
"경상북도 의성군 의성읍 충효로 65",128.70309503341701,36.35385358316548,1107948,1818054,,"37339","4773025000","4773025023","477303307052","4773025023200010000000001"
"경상북도 의성군 안평면 안평의성로 1",128.5803812596104,36.37728406767831,1096908,1820523,,"37318","4773046000","4773046036","477303315007","4773046036109000007006776"
"경상북도 의성군 단밀면 주속길 70",128.3828910978528,36.37636477887599,1079194,1820241,,"37374","4773041000","4773041029","477304745468","4773041029101600002072570"
"경상북도 의성군 봉양면 도리원1길 53",128.5792800054344,36.29912536460297,1096906,1811852,,"37362","4773038000","4773038040","477304745118","4773038040101060005056106"
"경상북도 의성군 안계면 안계길 143",128.43674418133241,36.38441970656421,1084016,1821180,,"37313","4773043000","4773043030","477304745320","4773043030108330004009901"
"경상북도 의성군 춘산면 금성현서로 1491",128.813059190686,36.23762193893868,1117990,1805289,,"37348","4773035000","4773035029","477303018064","4773035029103160014012562"
"경상북도 의성군 금성면 탑리길 55",128.6810440203778,36.255910281453424,1106102,1807165,,"37356","4773037000","4773037037","477304745507","4773037037100660006059940"
"경상북도 의성군 옥산면 신감옥산로 1228-3",128.80520056463027,36.39448367780386,1117049,1822680,,"37324","4773033000","4773033032","477303315005","4773033032102400001047728"
"경상북도 의성군 다인면 서릉길 62",128.35553391888035,36.4486209107791,1076669,1828234,,"37303","4773044000","4773044036","477304745251","4773044036101100003054861"
"경상북도 청도군 풍각면 헐티로 212 ",128.61801811520533,35.64187651142291,1101220,1738989,,"38308","4782032000","4782032033","478203000063","4782032033105920001012728"
"경상북도 청도군 이서면 학산1길 48 ",128.66727364316478,35.66279482698217,1105652,1741361,,"38317","4782034000","4782034044","478204757494","4782034044101760001061211"
"경상북도 청도군 청도읍 청화로 194",128.74549200543785,35.64147319372079,1112762,1739083,,"38341","4782025300","4782025321","478203311079","4782025321109690054015696"
"경상북도 청도군 화양읍 도주관로 142 ",128.70508917270107,35.64802402840556,1109095,1739764,,"38334","4782025000","4782025022","478203319003","4782025022102840000061714"
"경상북도 청도군 금천면 금천로 46",128.89119021084483,35.692880930019356,1125873,1744962,,"38362","4782036000","4782036031","478203018043","4782036031107860011022161"
"경상북도 청도군 매전면 청려로 3711 ",128.8569838994702,35.66800069945603,1122816,1742159,,"38354","4782037000","4782037044","478203319009","4782037044101830001006440"
"경상북도 영덕군 남정면 진불길 29",129.372408516907,36.28429469795038,1168157,1811293,,"36463","4777032000","4777032036","477704754323","4777032036102240001005628"
"경상북도 영덕군 영덕읍 중앙길 89",129.37022799002148,36.41058763053398,1167690,1825300,,"36436","4777025000","4777025023","477704754311","4777025023100050008022651"
"경상북도 영덕군 강구면 동해대로 4482",129.38067927229213,36.3574576849742,1168742,1819424,,"36459","4777031000","4777031032","477702000023","4777031032100750001022531"
"경상북도 영덕군 영해면 예주2길 9",129.40764629249063,36.53687311206272,1170768,1839376,,"36413","4777036000","4777036030","477704754233","4777036030106720003006339"
"경상북도 영덕군 축산면 영덕대게로 2049",129.44194351313487,36.50540260750905,1173909,1835946,,"36421","4777035000","4777035032","477703318005","4777035032104260015031101"
"경상북도 영덕군 병곡면 병곡길 62",129.4109685496531,36.60145655154359,1170923,1846547,,"36404","4777037000","4777037038","477704754141","4777037038100700001003402"
"경상북도 울진군 기성면 기성로 667 ",129.4528944980013,36.79890871605858,1174227,1868529,,"36348","4793035000","4793035021","479303325001","4793035021100870000017910"
"경상북도 울진군 북면 울진북로 2080 북면파출소",129.3732336059125,37.102095178280585,1166458,1902025,,"36305","4793031000","4793031021","479303325022","4793031021101460017028043"
"경상북도 울진군 죽변면 죽변중앙로 159",129.42171741090885,37.059670415784495,1170862,1897404,,"36315","4793037000","4793037021","479303325029","4793037021103510000012690"
"경상북도 울진군 울진읍 읍내10길 20 ",129.4028625518036,36.99634262541215,1169326,1890344,,"36324","4793025000","4793025021","479304775274","4793025021105560005000001"
"경상북도 울진군 근남면 울진북로 147 근남파출소",129.3959444424916,36.96299679506848,1168784,1886632,,"36334","4793033000","4793033021","479303325022","4793033021103260017005530"
"경상북도 울진군 후포면 울진대게로 34-8",129.4430837308451,36.67660519998237,1173627,1854942,,"36370","4793038000","4793038022","479303325021","4793038022101690007019522"
"경상북도 울진군 평해읍 평해로 61",129.4412268028111,36.72601987360448,1173350,1860421,,"36366","4793025300","4793025321","479303325031","4793025321108230005026613"
"경상북도 울진군 금강송면 불영계곡로 1723 ",129.24932747978906,36.93620712864365,1155785,1883410,,"36301","4793039000","4793039021","479303018127","4793032021101940001032417"
"경상북도 봉화군 석포면 석포로1길 6",129.06245762278004,37.04452357021773,1138945,1895138,,"36272","4792039000","4792039021","479204772211","4792039021103860009010166"
"경상북도 봉화군 춘양면 의양로 54",128.91298366894395,36.936972210444075,1125829,1882998,,"36216","4792034000","4792034021","479203324019","4792034021103510002003436"
"경상북도 봉화군 소천면 소천로 1259",129.00153706718154,36.94003178061648,1133710,1883458,,"36266","4792035000","4792035021","479203309084","4792035021106870003024281"
"경상북도 봉화군 명호면 노루목재길 24",128.89816786380632,36.856113238097414,1124641,1874008,,"36252","4792037000","4792037021","479204772078","4792037021102400007016920"
"경상북도 봉화군 봉화읍 봉화로 1077",128.7278957147023,36.892013374079156,1109410,1877782,,"36236","4792025000","4792025026","479203309081","4792025026100850005006391"
"경상북도 봉화군 물야면 문수로 981 ",128.73626127073499,36.9743411003271,1110037,1886925,,"36202","4792031000","4792031021","479203324008","4792031021103940008018926"
"경상북도 예천군 예천읍 충효로 198",128.4459654819622,36.64964361883346,1084554,1850609,,"36826","4790025000","4790025026","479003307052","4790025026102160004047484"
"경상북도 예천군 용궁면 용궁로 92",128.27515332177438,36.607047975582375,1069324,1845747,,"36858","4790038000","4790038021","479003323012","4790038021103300001024657"
"경상북도 예천군 풍양면 낙상1길 60-3",128.29926353466607,36.510799496516746,1071569,1835088,,"36865","4790041000","4790041040","479004769048","4790041040101650001012537"
"경상북도 예천군 용문면 용문경천로 1213 ",128.4096916513076,36.68826528872693,1081271,1854862,,"36835","4790031000","4790031039","479003323026","4790031039105480002039306"
"경상북도 예천군 호명면 호명로 547번지",128.46867934612573,36.59540033397086,1086645,1844612,,"36848","4790036000","4790036044","479003323018","4790036044101830002005198"
"경상북도 예천군 지보면 지보로 151",128.38928490786472,36.545951212450746,1079594,1839058,,"36853","4790040000","4790040021","479003323016","4790040021105440004017093"
"경상북도 예천군 예천읍 충효로 1385",128.52623944842986,36.72074339815267,1091645,1858570,,"36810","4790034000","4790034036","479003307052","4790034036104170002057774"
"경상북도 예천군 은풍면 은풍로 85 ",128.44261940451784,36.744908738990006,1084151,1861174,,"36803","4790043000","4790043021","479003323014","4790033031101350004034909"
"경상북도 성주군 벽진면 벽봉로 17",128.21740271663097,35.94892234723235,1064700,1772706,,"40002","4784037000","4784037039","478403306046","4784037039108080004000670"
"경상북도 성주군 수륜면 참별로 917",128.19283061626825,35.833059117168915,1062575,1759839,,"40064","4784033000","4784033036","478403321023","4784033036100430003011607"
"경상북도 성주군 가천면 가천로 73",128.16544129458202,35.885028636102355,1060062,1765586,,"40060","4784034000","4784034030","478403317001","4784034030105330000015928"
"경상북도 성주군 초전면 대장길 111",128.26341231254773,35.97486533751051,1068827,1775615,,"40013","4784038000","4784038032","478404763059","4784038032105860007006533"
"경상북도 성주군 선남면 관화길 90",128.3516986926007,35.90130686894876,1076858,1767522,,"40045","4784031000","4784031045","478404763023","4784031045106780004041449"
"경상북도 성주군 용암면 운용로 1025",128.33684199580256,35.83524408391551,1075580,1760183,,"40053","4784032000","4784032043","478403313086","4784032043103180004023154"
"경상북도 성주군 성주읍 성밖숲길 151",128.29141154565966,35.917469940205415,1071403,1769269,,"40031","4784025000","4784025024","478404763204","4784025024106580006028221"
"경상북도 청송군 진보면 진보로 129 진보파출소",129.04607803247163,36.528841386227725,1138413,1837904,,"37405","4775037000","4775037036","477503316017","4775037036100430001014386"
"경상북도 청송군 주왕산면 이전앞길 5",129.1599441934545,36.35693412577522,1148936,1819003,,"37438","4775031500","4775031527","477504748253","4775031037108290001018354"
"경상북도 청송군 현동면 청송로 2667",129.0191004631357,36.28983826477084,1136415,1811352,,"37456","4775033000","4775033028","477503018072","4775033028107220001018918"
"경상북도 청송군 안덕면 안덕로 95",128.96112288496684,36.290002017710826,1131208,1811290,,"37451","4775035000","4775035033","477503316013","4775035033104550000020056"
"경상북도 청송군 현서면 구산동로 43",128.89711473750125,36.27673127904699,1125481,1809733,,"37462","4775034000","4775034043","477503316002","4775034043100360001020841"
"경상북도 청송군 청송읍 금월로 273",129.05609714160076,36.433421585082826,1139481,1827333,,"37431","4775025000","4775025021","477503316005","4775025021103810004000327"
"경상북도 청송군 부남면 대전로 127",129.063912678368,36.345267237454244,1140340,1817565,,"37443","4775032000","4775032031","477503316007","4775032031100940002004461"
"경상북도 영양군 입암면 입암로 72",129.0894998897128,36.59136003595432,1142186,1844903,,"36549","4776031000","4776031042","477603317011","4776031042100090006016973"
"경상북도 영양군 석보면 원리길 15",129.12482579557098,36.55736947666148,1145410,1841185,,"36560","4776035000","4776035034","477604751248","4776035034102690004003705"
"경상북도 영양군 수비면 한티로 459 ",129.19809349762414,36.7663877809842,1151557,1864487,,"36521","4776034000","4776034031","477603350701","4776034031105190005004495"
"경상북도 영양군 청기면 청기1길 9-6",129.06236003872706,36.6611990476281,1139632,1852611,,"36507","4776032000","4776032037","477604751311","4776032037107910001022813"
"경상북도 영양군 영양읍 동서대로 29",129.11231029807217,36.6630841291723,1144093,1852894,,"36538","4776025000","4776025022","477602317001","4776025022104950002010819"
"경상북도 군위군 부계면 창평길 29 ",128.66555852586788,36.098847759505674,1104920,1789726,,"39062","4772033000","4772033029","477204742264","4772033029110110001024743"
"경상북도 군위군 의흥면 읍내6길 7",128.71734784745644,36.175195591934504,1109476,1798252,,"39049","4772035000","4772035032","477204742219","4772035032103590002032401"
"경상북도 군위군 군위읍 중앙길 73",128.5662244709098,36.23503719802364,1095812,1804730,,"39017","4772025000","4772025022","477204742255","4772025022102630001009635"
"경상북도 군위군 효령면 치산효령로 2383",128.58697644894875,36.156076031224195,1097775,1795992,,"39029","4772032000","4772032042","477203310040","4772032042101940002000001"
"경상북도 고령군 성산면 성산로 954",128.3660302745548,35.75082852382369,1078299,1750843,,"40118","4783033000","4783033035","478303000059","4783033035100300012004197"
"경상북도 고령군 다산면 평리1길 15-1",128.45399206741683,35.82579717382857,1086171,1759232,,"40104","4783034000","4783034031","478304760299","4783034031101090002030718"
"경상북도 고령군 대가야읍 시장길 1길 5",,,,,,,,,,
"경상북도 고령군 대가야읍 대가야로 610",128.24256352804656,35.679308629601806,1067196,1742819,,"40163","4783037000","4783037037","478303320005","4783037037102230005016154"
"경상북도 울릉군 울릉읍 봉래2길 30-2 저동파출소",130.90919080826433,37.49355442011335,1301411,1949273,,"40219","4794025000","4794025024","479404778026","4794025024103300009003452"
"경상북도 울릉군 울릉읍 도동4길 4번지 도동파출소",130.90492456137073,37.48377613064636,1301073,1948174,,"40226","4794025000","4794025024","479404778015","4794025024101600002004858"
"경상북도 울릉군 서면 남양4길 37",130.8382953197237,37.46770537982816,1295243,1946179,,"40235","4794031000","4794031024","479404778009","4794031024106590004005598"
"경상북도 울릉군 북면 천부1길 20",130.87426527528834,37.54129095410051,1298132,1954460,,"40211","4794032000","4794032024","479404778050","4794032024105090003004600"
"경상남도 창원시 성산구  신사로45번길 35",,,,,,,,,,
"경상남도 창원시 성산구  원이대로863번길 22 ",128.69750257835832,35.208400058336736,1108999,1690996,,"51492","4812355000","4812313100","481234784218","4812313100100210002033735"
"경상남도 창원시 성산구  원이대로566번길 27-19",128.67645557993163,35.226801660714806,1107059,1693014,,"51516","4812352000","4812312500","481234784214","4812312500100690017002372"
"경상남도 창원시 성산구  원이대로473번길 17",128.66996435976017,35.235421203026775,1106457,1693963,,"51427","4812351000","4812312600","481234784210","4812312600100140008003026"
"경상남도 창원시 성산구  대암로 113 ",128.70880412549832,35.215618113919604,1110018,1691809,,"51461","4812354000","4812310500","481233328007","4812310500103390005033984"
"경상남도 창원시 성산구  봉양로 408",128.62703836657775,35.20754373019517,1102586,1690826,,"51564","4812357000","4812312300","481233328037","4812312300100150008022916"
"경상남도 창원시 의창구 원이대로261번길 16-19",128.65113307925637,35.24431169275024,1104732,1694929,,"51176","4812154000","4812112700","481214781466","4812112700100320009003217"
"경상남도 창원시 의창구 의창대로266번길 11",128.6276119025032,35.260113625676965,1102572,1696657,,"51380","4812151000","4812110200","481214781532","4812110400102720007000143"
"경상남도 창원시 의창구 창원대로397번길 30",128.64336434279065,35.23660412305946,1104035,1694066,,"51393","4812152000","4812112900","481214781647","4812112900100330001014380"
"경상남도 창원시 의창구 동읍 의창대로 902",128.68922274351277,35.278638471359066,1108152,1698777,,"51132","4812125000","4812125032","481212019001","4812125032102220005057135"
"경상남도 창원시 의창구 천주로 1127",128.6079973235369,35.35102708846173,1100675,1706720,,"51103","4812131000","4812131036","481213327052","4812131036106030005047284"
"경상남도 창원시 의창구 대산면 진산대로 415",128.70854881536283,35.33680950619109,1109831,1705250,,"51124","4812132000","4812132024","481213019034","4812132024102860003062927"
"경상남도 창원시 마산합포구  문화남5길 52",128.557539027525,35.18443899174907,1096287,1688194,,"51764","4812554000","4812515400","481254787207","4812515400100110002050335"
"경상남도 창원시 마산합포구 중앙남11길 12",128.56353631268271,35.19207766164118,1096824,1689047,,"51266","4812556500","4812512700","481254787701","4812512700100070007047363"
"경상남도 창원시 마산합포구  3·15대로 295",128.57018495403165,35.20322673732375,1097416,1690290,,"51285","4812563000","4812512000","481252019003","4812512000100830022036620"
"경상남도 창원시 마산합포구  천하장사로 111",128.57482620440692,35.21197680539994,1097828,1691265,,"51273","4812561000","4812511900","481253329056","4812511900101400097000001"
"경상남도 창원시 마산합포구 교방서1길 40",128.56458960666893,35.21303203194056,1096895,1691372,,"51277","4812561000","4812510200","481254787047","4812510200103770014037919"
"경상남도 창원시 마산합포구 구산면 구산로562",128.58026966294602,35.120210989650964,1098434,1681093,,"51779","4812531000","4812531024","481253329005","4812531024106490002004531"
"경상남도 창원시 마산합포구 진동면 삼진의거대로 661 ",128.48909270919592,35.11719328672719,1090129,1680672,,"51793","4812532000","4812532024","481252329002","4812532024105290003060039"
"경상남도 창원시 마산합포구 진전면 대실로 156",128.41902943420763,35.10198326780081,1083760,1678924,,"51797","4812534000","4812534030","481253329008","4812534030106060003061922"
"경상남도 창원시 마산회원구  합성남8길 21",128.58567100400322,35.23846085434582,1098783,1694213,,"51357","4812759000","4812710600","481274790311","4812710600102650003000002"
"경상남도 창원시 마산회원구  양덕동2길 6 양덕파출소",128.59025169779628,35.22187430986473,1099220,1692378,,"51345","4812757000","4812710500","481274790230","4812710500101640015092099"
"경상남도 창원시 마산회원구  석전동6길 20",128.57530376504465,35.230690975394644,1097849,1693341,,"51304","4812754500","4812710400","481274790164","4812710400102480043022984"
"경상남도 창원시 마산합포구  산호북15길 1",128.58176204129938,35.2180282684995,1098452,1691943,,"51328","4812565000","4812511800","481254787330","4812511800100280020084917"
"경상남도 창원시 마산회원구 회원남25길 73",128.5644267089999,35.218227022789385,1096874,1691948,,"51294","4812752000","4812710800","481274790426","4812710800106700010008730"
"경상남도 창원시 마산회원구 내서읍 삼계로 32 (삼계파출소)",128.50130010539274,35.232191413485374,1091113,1693437,,"51224","4812725000","4812725028","481273330009","4812725028100030317041664"
"경상남도 창원시 마산회원구 내서읍 호원로164",128.52368845205666,35.24906353050882,1093131,1695329,,"51245","4812725000","4812725025","481273330038","4812725025100040312005713"
"경상남도 진주시  비봉로33번길 2 ",128.08061298388907,35.19376908034355,1052857,1688871,,"52685","4817055500","4817011100","481704796663","4817011100101190002000001"
"경상남도 진주시  동진로 263",128.11994591896945,35.18043636488831,1056447,1687414,,"52782","4817067300","4817011900","481703332077","4817011900103140021000001"
"경상남도 진주시  창렬로7번길 14",128.0720043751204,35.18952697147963,1052076,1688396,,"52688","4817055500","4817010800","481704797433","4817010800101820011208690"
"경상남도 진주시  평거로 42",128.06517369455312,35.17385138857703,1051464,1686654,,"52699","4817071000","4817012600","481703332066","4817012600107630001300001"
"경상남도 진주시  대신로 323-6",128.11627941722128,35.18939091273005,1056107,1688405,,"52761","4817067800","4817012000","481703332075","4817012000103390008093898"
"경상남도 진주시  진주대로 560",128.10779892376087,35.1568012061498,1055357,1684786,,"52823","4817074000","4817013100","481702332003","4817013100104480003000001"
"경상남도 진주시 충무공동 충의로 149",128.14985012384986,35.17472514907198,1059174,1686798,,"52853","4817075000","4817013700","481703350091","4817013700102770002000001"
"경상남도 진주시 문산읍 동부로587번길 1",128.1640689399014,35.16764183590967,1060474,1686021,,"52834","4817025000","4817025023","481704796459","4817025023112640012040225"
"경상남도 진주시 금산면 금산로 111",128.14830458691617,35.213803904506634,1059005,1691131,,"52630","4817041000","4817041027","481703332007","4817041027109300001023696"
"경상남도 진주시 일반성면 창촌길 27-1",128.27773015399134,35.172087029463746,1070821,1686589,,"52616","4817036000","4817036021","481704797438","4817036021105460001036360"
"경상남도 진주시 지수면 지수로 492",128.2702344311399,35.235397231567255,1070084,1693605,,"52610","4817039000","4817039027","481703019018","4817039027102030001016097"
"경상남도 진주시 수곡면 곤수로 903",127.93753205458894,35.19439760460399,1039831,1688874,,"52645","4817046000","4817046025","481703019069","4817046025105030003027935"
"경상남도 진주시 대곡면 진의로 1065 ",128.16850048691248,35.262213905692604,1060807,1696512,,"52607","4817040000","4817040022","481703332082","4817040022103140001008223"
"경상남도 김해시 내외중앙로 118",128.86827129596034,35.24023004199746,1124495,1694727,,"50946","4825054000","4825010800","482503335013","4825010800111320003000001"
"김해시 삼안로217번길 32",128.9078815535913,35.24675419653143,1128089,1695501,,"50814","4825059000","4825011900","482504805470","4825011900106790010099198"
"경상남도 김해시 해반천로168번길 8",128.86808099282885,35.262916956137786,1124443,1697243,,"50901","4825055000","4825010700","482504805865","4825010700114690003094544"
"경상남도 김해시 가락로 30 ",128.88252345301376,35.22912237918208,1125809,1693513,,"50925","4825053000","4825010300","482503335002","4825010300106090001089552"
"경상남도 김해시 상동면 상동로 553",128.93033834496902,35.308187887902996,1130034,1702344,,"50805","4825036000","4825036021","482503335035","4825036021106390006059809"
"경상남도 김해시 대동면 대동로 595",128.97951317940507,35.24343814628001,1134612,1695228,,"50809","4825037000","4825037025","482503335016","4825037025101890001027816"
"경상남도 김해시 봉림로 21 ",128.8491481001027,35.32634190447206,1122625,1704254,,"50801","4825035000","4825035023","482503335028","4825035023105710004040804"
"경상남도 김해시  계동로 102번길 19",128.796064223187,35.18611540226276,1118003,1688637,,"50993","4825062000","4825012900","482504805056","4825031027103220001000001"
"경상남도 김해시 율하숲길 12",128.82343995506957,35.16960788998761,1120520,1686839,,"51022","4825063000","4825013200","482504857155","4825013200108440000000002"
"경상남도 김해시 진영읍 진영로 167",128.73146601037092,35.30328112009919,1111960,1701557,,"50867","4825025000","4825025026","482503335059","4825025026102750099023079"
"경상남도 김해시 한림면 한림로 453",128.79827346656882,35.32544738213258,1118002,1704093,,"50848","4825034000","4825034028","482503335065","4825034028104380117000001"
"경상남도 김해시 진례면 진례로 235",128.74821057779204,35.248416487755435,1113559,1695491,,"50874","4825033000","4825033023","482503335058","4825033023102360004091806"
"경상남도 김해시 주촌면 서부로1638번길 7",128.83133015118014,35.235944619150715,1121140,1694206,,"50968","4825032000","4825032024","482504805527","4825032024106650000093497"
"경상남도 김해시  칠산로459번길 15",128.85169788940019,35.21236672450733,1123029,1691616,,"51006","4825056500","4825011000","482504805798","4825011000109150002084286"
"경상남도 양산시 물금읍 가촌로 61",128.98947458712232,35.31751762420602,1135395,1703458,,"50603","4833025300","4833025323","483303338001","4833025323111230005014173"
"경남상남도 양산시 물금읍 증산리 1747-1",,,,,,,,,,
"경상남도 양산시  덕계로 95",129.15260759562668,35.3760100212594,1150117,1710181,,"50553","4833057000","4833012000","483303338016","4833012000107180019004824"
"경상남도 양산시 삼호로 158",129.17302311909899,35.41259370127426,1151903,1714270,,"50527","4833054000","4833011400","483303338095","4833011400107640003000001"
"경상남도 양산시 북안남5길 11-16",129.04029607087077,35.34598398261919,1139966,1706686,,"50618","4833051000","4833010400","483304814308","4833010400103300002054833"
"경상남도 양산시  북정11길 4 ",129.0481981314526,35.36161560875143,1140657,1708431,,"50570","4833052000","4833010700","483304814325","4833010700105310012059362"
"경상남도 양산시 동면 내송로 39 ",129.06185265721905,35.323113652601734,1141965,1704180,,"50644","4833031000","4833031025","483303338012","4833031025102330013010028"
"경상남도 양산시 상북면 상북중앙로 394",129.06317320318223,35.41787940067699,1141919,1714693,,"50558","4833033000","4833033021","483303338039","4833033021100790003004072"
"경상남도 양산시 하북면 신평로 24",129.08721044747918,35.49052023477089,1143972,1722785,,"50503","4833034000","4833034021","483303338096","4833034021106910008050401"
"경상남도 양산시  양주로 34",129.02695226020148,35.331574662242346,1138778,1705069,,"50632","4833051500","4833010200","483303338061","4833010200106070001000001"
"경상남도 양산시 대평들 1길 9-17",129.16428653966662,35.414030708104455,1151107,1714416,,"50512","4833055000","4833011700","483304814163","4833011700100420003002104"
"경산남도 양산시 평산로 79",129.14629180405586,35.38155973605071,1149533,1710787,,"50541","4833056000","4833011900","483303338102","4833011900104900000000002"
"경상남도 거제시  고현천로 135",128.63066687386706,34.88076910430325,1103327,1654589,,"53260","4831058000","4831010900","483103337008","4831010900103130002000001"
"경상남도 거제시  옥포로22길 21",128.69297399656134,34.895358123582035,1109002,1656273,,"53222","4831056000","4831010600","483104811506","4831010600105200024044773"
"경상남도 거제시  장평1로 154",128.6044008217347,34.89184903163129,1100913,1655791,,"53263","4831057000","4831010800","483103337043","4831010800106260000011585"
"경상남도 거제시  장승로 109",128.72283878758174,34.86425055562409,1111773,1652856,,"53322","4831051000","4831010200","483103337039","4831010200105350002028781"
"경상남도 거제시  아주로 47",128.68975146886936,34.86464194008387,1108748,1652863,,"53310","4831054000","4831010500","483103337026","4831010500103170002034920"
"경상남도 거제시 연초면 거제대로 4275 ",128.65331290320356,34.91179111298041,1105357,1658053,,"53212","4831037000","4831037024","483102006004","4831037024111530023046607"
"경상남도 거제시 남부면 거제남서로 3431 ",128.58879942201636,34.84735530588961,1099541,1650841,,"53286","4831034000","4831034026","483103337003","4831034026107670001009411"
"경상남도 거제시 남부면 거제남서로 3118 ",128.60609246376538,34.826135322011815,1101148,1648505,,"53331","4831032000","4831032022","483103337003","4831032022108460001011819"
"경상남도 거제시 장목면 거제북로 1165",128.68090692058604,34.98729469920366,1107779,1666456,,"53201","4831039000","4831039026","483103337004","4831039026102400028056616"
"\"경상남도 창원시 진해구  덕산로 36번길 9, 덕산지구대\"",128.70395963113305,35.14492294847753,1109672,1683963,,"51648","4812961000","4812914300","481294793084","4812914300100640018020935"
"\"경상남도 창원시 진해구  용원로41번길 12, 용원파출소\"",128.81434917705727,35.10070412477687,1119793,1679186,,"51604","4812965000","4812916400","481294793283","4812916400112180004000378"
"\"경상남도 창원시 진해구  벚꽃로 36, 충무파출소\"",128.66062309678367,35.14969183014562,1105718,1684445,,"51679","4812953000","4812912500","481293331019","4812912500100020001000001"
"\"경상남도 창원시 진해구  충장로 329, 경화파출소\"",128.68818216975228,35.153770665399215,1108223,1684927,,"51670","4812957000","4812913900","481293331067","4812913900100330000014318"
"\"경상남도 창원시 진해구  웅동로57번가길 5, 웅동파출소\"",128.7823641749941,35.125661751764746,1116842,1681916,,"51598","4812964000","4812915800","481294793333","4812915800101340005024523"
"\"경상남도 창원시 진해구 장복대로 157, 자은파출소\"",,,,,,,,,,
